"";"id";"email"
"43";"160541";"dep.arthurlira@camara.leg.br"
"44";"160600";"dep.arthuroliveiramaia@camara.leg.br"
"45";"159237";"dep.assiscarvalho@camara.leg.br"
"46";"74090";"dep.atilalins@camara.leg.br"
"47";"74459";"dep.atilalira@camara.leg.br"
"48";"160665";"dep.augustocoutinho@camara.leg.br"
"49";"204509";"dep.aureacarolina@camara.leg.br"
"50";"160512";"dep.aureoribeiro@camara.leg.br"
"51";"69871";"dep.bacelar@camara.leg.br"
"52";"178975";"dep.baleiarossi@camara.leg.br"
"53";"73701";"dep.beneditadasilva@camara.leg.br"
"54";"109429";"dep.benesleocadio@camara.leg.br"
"55";"141335";"dep.betofaro@camara.leg.br"
"56";"204358";"dep.betopereira@camara.leg.br"
"57";"178948";"dep.betorosado@camara.leg.br"
"58";"207176";"dep.biacavassa@camara.leg.br"
"59";"204374";"dep.biakicis@camara.leg.br"
"60";"204388";"dep.bibonunes@camara.leg.br"
"61";"204561";"dep.biradopindare@camara.leg.br"
"62";"204397";"dep.bocaaberta@camara.leg.br"
"63";"160538";"dep.bohngass@camara.leg.br"
"64";"74052";"dep.boscocosta@camara.leg.br"
"65";"204551";"dep.boscosaraiva@camara.leg.br"
"66";"160589";"dep.brunafurlan@camara.leg.br"
"67";"93083";"dep.cacaleao@camara.leg.br"
"68";"204352";"dep.camilocapiberibe@camara.leg.br"
"69";"204572";"dep.capitaoalbertoneto@camara.leg.br"
"70";"178829";"dep.capitaoaugusto@camara.leg.br"
"71";"204487";"dep.capitaowagner@camara.leg.br"
"72";"204507";"dep.carlazambelli@camara.leg.br"
"73";"141401";"dep.carlosbezerra@camara.leg.br"
"74";"204361";"dep.carloschiodini@camara.leg.br"
"75";"178962";"dep.carlosgomes@camara.leg.br"
"76";"178993";"dep.carloshenriquegaguim@camara.leg.br"
"77";"204460";"dep.carlosjordy@camara.leg.br"
"78";"74262";"dep.carlossampaio@camara.leg.br"
"79";"204426";"dep.carlosveras@camara.leg.br"
"80";"141398";"dep.carloszarattini@camara.leg.br"
"81";"164360";"dep.carmenzanotto@camara.leg.br"
"82";"204369";"dep.carolinedetoni@camara.leg.br"
"83";"204499";"dep.cassioandrade@camara.leg.br"
"84";"204380";"dep.celinaleao@camara.leg.br"
"85";"204370";"dep.celiomoura@camara.leg.br"
"86";"178876";"dep.celiosilveira@camara.leg.br"
"87";"204488";"dep.celiostudart@camara.leg.br"
"88";"141405";"dep.celsomaldaner@camara.leg.br"
"89";"73441";"dep.celsorussomanno@camara.leg.br"
"90";"204496";"dep.celsosabino@camara.leg.br"
"91";"204504";"dep.cezinhademadureira@camara.leg.br"
"92";"205476";"dep.charlesfernandes@camara.leg.br"
"93";"204490";"dep.charllesevangelista@camara.leg.br"
"94";"141439";"dep.chicodangelo@camara.leg.br"
"95";"204476";"dep.chiquinhobrazao@camara.leg.br"
"96";"204462";"dep.christonietto@camara.leg.br"
"97";"178928";"dep.christianedesouzayared@camara.leg.br"
"98";"204440";"dep.christinoaureo@camara.leg.br"
"99";"178939";"dep.clarissagarotinho@camara.leg.br"
"100";"74537";"dep.claudiocajado@camara.leg.br"
"101";"204376";"dep.coronelarmando@camara.leg.br"
"102";"204378";"dep.coronelchrisostomo@camara.leg.br"
"103";"204514";"dep.coroneltadeu@camara.leg.br"
"104";"135054";"dep.cristianovale@camara.leg.br"
"105";"204355";"dep.davitoria@camara.leg.br"
"106";"141411";"dep.dagobertonogueira@camara.leg.br"
"107";"74467";"dep.damiaofeliciano@camara.leg.br"
"108";"74060";"dep.danielalmeida@camara.leg.br"
"109";"178916";"dep.danielcoelho@camara.leg.br"
"110";"204367";"dep.danielfreitas@camara.leg.br"
"111";"204454";"dep.danielsilveira@camara.leg.br"
"112";"204409";"dep.danieltrzeciak@camara.leg.br"
"113";"204459";"dep.danieladowaguinho@camara.leg.br"
"114";"160528";"dep.danilocabral@camara.leg.br"
"115";"160552";"dep.danrleidedeushinterholz@camara.leg.br"
"116";"116379";"dep.darcidematos@camara.leg.br"
"117";"73891";"dep.darcisioperondi@camara.leg.br"
"118";"205548";"dep.davidmiranda@camara.leg.br"
"119";"204511";"dep.davidsoares@camara.leg.br"
"120";"204451";"dep.delegadoantoniofurtado@camara.leg.br"
"121";"178908";"dep.delegadoedermauro@camara.leg.br"
"122";"204512";"dep.delegadomarcelofreitas@camara.leg.br"
"123";"204569";"dep.delegadopablo@camara.leg.br"
"124";"164359";"dep.delegadowaldir@camara.leg.br"
"125";"204542";"dep.denisbezerra@camara.leg.br"
"126";"160588";"dep.diegoandrade@camara.leg.br"
"127";"178929";"dep.diegogarcia@camara.leg.br"
"128";"160599";"dep.dimasfabiano@camara.leg.br"
"129";"143632";"dep.domingosneto@camara.leg.br"
"130";"160758";"dep.domingossavio@camara.leg.br"
"131";"204518";"dep.dr.frederico@camara.leg.br"
"132";"212625";"dep.dr.goncalo@camara.leg.br"
"133";"204481";"dep.dr.jaziel@camara.leg.br"
"134";"204439";"dep.dr.leonardo@camara.leg.br"
"135";"204450";"dep.dr.luizantonioteixeirajr@camara.leg.br"
"136";"204351";"dep.dr.luizovando@camara.leg.br"
"137";"204412";"dep.dr.zachariascalil@camara.leg.br"
"138";"81297";"dep.dra.sorayamanato@camara.leg.br"
"139";"204434";"dep.dra.vandamilani@camara.leg.br"
"140";"178994";"dep.dulcemiranda@camara.leg.br"
"141";"204562";"dep.edilaziojunior@camara.leg.br"
"142";"141417";"dep.ediolopes@camara.leg.br"
"143";"134812";"dep.edmilsonrodrigues@camara.leg.br"
"144";"204421";"dep.ednahenrique@camara.leg.br"
"145";"74655";"dep.eduardobarbosa@camara.leg.br"
"146";"204541";"dep.eduardobismarck@camara.leg.br"
"147";"92346";"dep.eduardobolsonaro@camara.leg.br"
"148";"204552";"dep.eduardobraide@camara.leg.br"
"149";"204500";"dep.eduardocosta@camara.leg.br"
"150";"178977";"dep.eduardocury@camara.leg.br"
"151";"141421";"dep.eduardodafonte@camara.leg.br"
"152";"141422";"dep.efraimfilho@camara.leg.br"
"153";"74075";"dep.elcionebarbalho@camara.leg.br"
"154";"204364";"dep.eliborges@camara.leg.br"
"155";"204389";"dep.eliasvaz@camara.leg.br"
"156";"178854";"dep.elmarnascimento@camara.leg.br"
"157";"198783";"dep.emanuelpinheironeto@camara.leg.br"
"158";"161550";"dep.emidinhomadeira@camara.leg.br"
"159";"207309";"dep.eneiasreis@camara.leg.br"
"160";"132504";"dep.enioverri@camara.leg.br"
"161";"204537";"dep.enricomisasi@camara.leg.br"
"162";"160575";"dep.erikakokay@camara.leg.br"
"163";"160640";"dep.erosbiondini@camara.leg.br"
"164";"204482";"dep.euclydespettersen@camara.leg.br"
"165";"178871";"dep.evairvieirademelo@camara.leg.br"
"166";"178953";"dep.expeditonetto@camara.leg.br"
"167";"211866";"dep.fabianotolentino@camara.leg.br"
"168";"141428";"dep.fabiofaria@camara.leg.br"
"169";"68720";"dep.fabiohenrique@camara.leg.br"
"170";"178969";"dep.fabiomitidieri@camara.leg.br"
"171";"141427";"dep.fabioramalho@camara.leg.br"
"172";"171623";"dep.fabioreis@camara.leg.br"
"173";"204368";"dep.fabioschiochet@camara.leg.br"
"174";"160587";"dep.fabiotrad@camara.leg.br"
"175";"66828";"dep.faustopinato@camara.leg.br"
"176";"204477";"dep.feliciolaterca@camara.leg.br"
"177";"72442";"dep.felipecarreras@camara.leg.br"
"178";"204398";"dep.felipefrancischini@camara.leg.br"
"179";"204371";"dep.feliperigoni@camara.leg.br"
"180";"160666";"dep.felixmendoncajunior@camara.leg.br"
"181";"204407";"dep.fernandamelchionna@camara.leg.br"
"182";"212504";"dep.fernandoborja@camara.leg.br"
"183";"141431";"dep.fernandocoelhofilho@camara.leg.br"
"184";"92699";"dep.fernandomonteiro@camara.leg.br"
"185";"204427";"dep.fernandorodolfo@camara.leg.br"
"186";"204411";"dep.filipebarros@camara.leg.br"
"187";"204354";"dep.flaviaarruda@camara.leg.br"
"188";"160598";"dep.flaviamorais@camara.leg.br"
"189";"141434";"dep.flavianomelo@camara.leg.br"
"190";"191923";"dep.flavionogueira@camara.leg.br"
"191";"204447";"dep.flordelis@camara.leg.br"
"192";"204392";"dep.franciscojr@camara.leg.br"
"193";"204510";"dep.francocartafina@camara.leg.br"
"194";"204494";"dep.fredcosta@camara.leg.br"
"195";"204393";"dep.freianastacioribeiro@camara.leg.br"
"196";"74200";"dep.gastaovieira@camara.leg.br"
"197";"115746";"dep.gelsonazevedo@camara.leg.br"
"198";"160669";"dep.geneciasnoronha@camara.leg.br"
"199";"204473";"dep.generalgirao@camara.leg.br"
"200";"204484";"dep.generalpeternelli@camara.leg.br"
"201";"204527";"dep.geninhozuliani@camara.leg.br"
"202";"178966";"dep.geovaniadesa@camara.leg.br"
"203";"204394";"dep.gervasiomaia@camara.leg.br"
"204";"74383";"dep.giacobo@camara.leg.br"
"205";"204575";"dep.gilcutrim@camara.leg.br"
"206";"204491";"dep.gilbertoabramo@camara.leg.br"
"207";"74270";"dep.gilbertonascimento@camara.leg.br"
"208";"204570";"dep.gildenemyr@camara.leg.br"
"209";"204365";"dep.gilsonmarques@camara.leg.br"
"210";"160673";"dep.giovanicherini@camara.leg.br"
"211";"178996";"dep.giovanifeltes@camara.leg.br"
"212";"152605";"dep.glauberbraga@camara.leg.br"
"213";"204419";"dep.glaustinfokus@camara.leg.br"
"214";"107283";"dep.gleisihoffmann@camara.leg.br"
"215";"74419";"dep.gonzagapatriota@camara.leg.br"
"216";"204513";"dep.guigapeixoto@camara.leg.br"
"217";"204531";"dep.guilhermederrite@camara.leg.br"
"218";"160667";"dep.guilhermemussi@camara.leg.br"
"219";"204442";"dep.gurgel@camara.leg.br"
"220";"73460";"dep.gustavofruet@camara.leg.br"
"221";"204408";"dep.gustinhoribeiro@camara.leg.br"
"222";"204456";"dep.gutembergreis@camara.leg.br"
"223";"204465";"dep.haroldocathedral@camara.leg.br"
"224";"204548";"dep.heitorfreire@camara.leg.br"
"225";"178964";"dep.heitorschuch@camara.leg.br"
"226";"178873";"dep.heldersalomao@camara.leg.br"
"227";"204373";"dep.heliocosta@camara.leg.br"
"228";"178909";"dep.helioleite@camara.leg.br"
"229";"204444";"dep.heliolopes@camara.leg.br"
"230";"73482";"dep.henriquefontana@camara.leg.br"
"231";"204539";"dep.herciliocoelhodiniz@camara.leg.br"
"232";"178981";"dep.herculanopassos@camara.leg.br"
"233";"73772";"dep.hermesparcianello@camara.leg.br"
"234";"178884";"dep.hildorocha@camara.leg.br"
"235";"178959";"dep.hirangoncalves@camara.leg.br"
"236";"141450";"dep.hugoleal@camara.leg.br"
"237";"160674";"dep.hugomotta@camara.leg.br"
"238";"204533";"dep.idilvanalencar@camara.leg.br"
"239";"204564";"dep.igorkannario@camara.leg.br"
"240";"204508";"dep.igortimo@camara.leg.br"
"241";"67138";"dep.iracemaportella@camara.leg.br"
"242";"204436";"dep.isnaldobulhoesjr@camara.leg.br"
"243";"73531";"dep.ivanvalente@camara.leg.br"
"244";"74848";"dep.jandirafeghali@camara.leg.br"
"245";"108338";"dep.jaquelinecassol@camara.leg.br"
"246";"160570";"dep.jeronimogoergen@camara.leg.br"
"247";"178839";"dep.jessicasales@camara.leg.br"
"248";"204435";"dep.jesussergio@camara.leg.br"
"249";"178842";"dep.jhc@camara.leg.br"
"250";"160531";"dep.jhonatandejesus@camara.leg.br"
"251";"74366";"dep.joaocampos@camara.leg.br"
"252";"141458";"dep.joaocarlosbacelar@camara.leg.br"
"253";"178970";"dep.joaodaniel@camara.leg.br"
"254";"204429";"dep.joaohcampos@camara.leg.br"
"255";"141459";"dep.joaomaia@camara.leg.br"
"256";"112437";"dep.joaomarcelosouza@camara.leg.br"
"257";"204576";"dep.joaoroma@camara.leg.br"
"258";"178910";"dep.joaquimpassarinho@camara.leg.br"
"259";"204468";"dep.joeniawapichana@camara.leg.br"
"260";"204546";"dep.joicehasselmann@camara.leg.br"
"261";"205550";"dep.jorgebraz@camara.leg.br"
"262";"178857";"dep.jorgesolla@camara.leg.br"
"263";"141464";"dep.joseairtonfelixcirilo@camara.leg.br"
"264";"141470";"dep.joseguimaraes@camara.leg.br"
"265";"204386";"dep.josemarioschreiner@camara.leg.br"
"266";"204472";"dep.josemedeiros@camara.leg.br"
"267";"204391";"dep.josenelto@camara.leg.br"
"268";"160619";"dep.josenunes@camara.leg.br"
"269";"74079";"dep.josepriante@camara.leg.br"
"270";"204555";"dep.josericardo@camara.leg.br"
"271";"74554";"dep.joserocha@camara.leg.br"
"272";"209189";"dep.joseildoramos@camara.leg.br"
"273";"204563";"dep.josimarmaranhaozinho@camara.leg.br"
"274";"204474";"dep.juarezcosta@camara.leg.br"
"275";"204420";"dep.julianlemos@camara.leg.br"
"276";"74317";"dep.juliocesar@camara.leg.br"
"277";"204372";"dep.juliocesarribeiro@camara.leg.br"
"278";"73586";"dep.juliodelgado@camara.leg.br"
"279";"204457";"dep.juninhodopneu@camara.leg.br"
"280";"204520";"dep.junioamaral@camara.leg.br"
"281";"204502";"dep.juniorbozzella@camara.leg.br"
"282";"204497";"dep.juniorferrari@camara.leg.br"
"283";"204574";"dep.juniorlourenco@camara.leg.br"
"284";"204550";"dep.juniormano@camara.leg.br"
"285";"178886";"dep.juscelinofilho@camara.leg.br"
"286";"204536";"dep.kimkataguiri@camara.leg.br"
"287";"151208";"dep.laerciooliveira@camara.leg.br"
"288";"98057";"dep.lafayettedeandrada@camara.leg.br"
"289";"160534";"dep.lauriete@camara.leg.br"
"290";"178832";"dep.leandre@camara.leg.br"
"291";"204375";"dep.ledasadala@camara.leg.br"
"292";"204359";"dep.leomoraes@camara.leg.br"
"293";"204547";"dep.leomotta@camara.leg.br"
"294";"74156";"dep.leonardomonteiro@camara.leg.br"
"295";"74299";"dep.leonidascristino@camara.leg.br"
"296";"92102";"dep.leurlomantojunior@camara.leg.br"
"297";"139285";"dep.lidicedamata@camara.leg.br"
"298";"74585";"dep.lincolnportela@camara.leg.br"
"299";"204405";"dep.lizianebayer@camara.leg.br"
"300";"204382";"dep.loestertrutis@camara.leg.br"
"301";"196358";"dep.lourivalgomes@camara.leg.br"
"302";"204523";"dep.lucasgonzalez@camara.leg.br"
"303";"204404";"dep.lucasredecker@camara.leg.br"
"304";"178879";"dep.lucasvergilio@camara.leg.br"
"305";"74478";"dep.lucianobivar@camara.leg.br"
"306";"178931";"dep.lucianoducci@camara.leg.br"
"307";"178954";"dep.luciomosquini@camara.leg.br"
"308";"204381";"dep.luismiranda@camara.leg.br"
"309";"160510";"dep.luistibe@camara.leg.br"
"310";"204410";"dep.luisacanziani@camara.leg.br"
"311";"204448";"dep.luizantoniocorrea@camara.leg.br"
"312";"160645";"dep.luizcarlos@camara.leg.br"
"313";"204485";"dep.luizcarlosmotta@camara.leg.br"
"314";"204543";"dep.luizflaviogomes@camara.leg.br"
"315";"178982";"dep.luizlaurofilho@camara.leg.br"
"316";"204455";"dep.luizlima@camara.leg.br"
"317";"162332";"dep.luiznishimori@camara.leg.br"
"318";"204526";"dep.luizphilippedeorleansebraganca@camara.leg.br"
"319";"74784";"dep.luizaerundina@camara.leg.br"
"320";"204418";"dep.luizaogoulart@camara.leg.br"
"321";"178866";"dep.luiziannelins@camara.leg.br"
"322";"166402";"dep.magdamofatto@camara.leg.br"
"323";"204458";"dep.majorfabiana@camara.leg.br"
"324";"204469";"dep.manuelmarcos@camara.leg.br"
"325";"204471";"dep.mararocha@camara.leg.br"
"326";"212749";"dep.marcaogomes@camara.leg.br"
"327";"156190";"dep.marcelvanhattem@camara.leg.br"
"328";"146788";"dep.marceloaro@camara.leg.br"
"329";"205863";"dep.marcelobrum@camara.leg.br"
"330";"204433";"dep.marcelocalero@camara.leg.br"
"331";"76874";"dep.marcelofreixo@camara.leg.br"
"332";"133810";"dep.marcelomoraes@camara.leg.br"
"333";"204558";"dep.marcelonilo@camara.leg.br"
"334";"204556";"dep.marceloramos@camara.leg.br"
"335";"178983";"dep.marcioalvino@camara.leg.br"
"336";"179001";"dep.marciobiolchi@camara.leg.br"
"337";"81055";"dep.marciojerry@camara.leg.br"
"338";"204452";"dep.marciolabre@camara.leg.br"
"339";"150418";"dep.marciomarinho@camara.leg.br"
"340";"204522";"dep.marcobertaiolli@camara.leg.br"
"341";"160535";"dep.marcon@camara.leg.br"
"342";"204431";"dep.marcosaureliosampaio@camara.leg.br"
"343";"204506";"dep.marcospereira@camara.leg.br"
"344";"204430";"dep.margaretecoelho@camara.leg.br"
"345";"171619";"dep.margaridasalomao@camara.leg.br"
"346";"74398";"dep.mariadorosario@camara.leg.br"
"347";"204540";"dep.mariarosas@camara.leg.br"
"348";"178956";"dep.marianacarvalho@camara.leg.br"
"349";"204428";"dep.mariliaarraes@camara.leg.br"
"350";"204432";"dep.marinasantos@camara.leg.br"
"351";"74158";"dep.marioheringer@camara.leg.br"
"352";"178858";"dep.marionegromontejr@camara.leg.br"
"353";"204403";"dep.marlonsantos@camara.leg.br"
"354";"204566";"dep.marrecafilho@camara.leg.br"
"355";"178843";"dep.marxbeltrao@camara.leg.br"
"356";"75431";"dep.mauriciodziedricki@camara.leg.br"
"357";"204486";"dep.maurobenevidesfilho@camara.leg.br"
"358";"74749";"dep.maurolopes@camara.leg.br"
"359";"141508";"dep.mauronazif@camara.leg.br"
"360";"178984";"dep.miguelhaddad@camara.leg.br"
"361";"178985";"dep.miguellombardi@camara.leg.br"
"362";"154178";"dep.miltonvieira@camara.leg.br"
"363";"178895";"dep.misaelvarella@camara.leg.br"
"364";"204453";"dep.nataliabonavides@camara.leg.br"
"365";"204449";"dep.nelsonbarbudo@camara.leg.br"
"366";"204415";"dep.nereucrispim@camara.leg.br"
"367";"146307";"dep.nerigeller@camara.leg.br"
"368";"178896";"dep.newtoncardosojr@camara.leg.br"
"369";"204479";"dep.nicoletti@camara.leg.br"
"370";"74352";"dep.nilsonpinto@camara.leg.br"
"371";"178986";"dep.niltotatto@camara.leg.br"
"372";"194260";"dep.nivaldoalbuquerque@camara.leg.br"
"373";"66179";"dep.normaayub@camara.leg.br"
"374";"74159";"dep.odaircunha@camara.leg.br"
"375";"204498";"dep.olivalmarques@camara.leg.br"
"376";"178987";"dep.orlandosilva@camara.leg.br"
"377";"204363";"dep.osiresdamaso@camara.leg.br"
"378";"204422";"dep.ossesiosilva@camara.leg.br"
"379";"204475";"dep.otacinascimento@camara.leg.br"
"380";"204441";"dep.otonidepaula@camara.leg.br"
"381";"204573";"dep.ottoalencarfilho@camara.leg.br"
"382";"160556";"dep.padrejoao@camara.leg.br"
"383";"74319";"dep.paeslandim@camara.leg.br"
"384";"160642";"dep.pastoreurico@camara.leg.br"
"385";"204553";"dep.pastorsargentoisidorio@camara.leg.br"
"386";"205535";"dep.patriciaferraz@camara.leg.br"
"387";"74160";"dep.patrusananias@camara.leg.br"
"388";"204377";"dep.paulabelmonte@camara.leg.br"
"389";"171617";"dep.paulao@camara.leg.br"
"390";"141516";"dep.pauloabiackel@camara.leg.br"
"391";"178860";"dep.pauloazi@camara.leg.br"
"392";"204538";"dep.paulobengtson@camara.leg.br"
"393";"193726";"dep.pauloeduardomartins@camara.leg.br"
"394";"160558";"dep.paulofreirecosta@camara.leg.br"
"395";"204461";"dep.pauloganime@camara.leg.br"
"396";"204492";"dep.pauloguedes@camara.leg.br"
"397";"74574";"dep.paulomagalhaes@camara.leg.br"
"398";"141518";"dep.paulopereiradasilva@camara.leg.br"
"399";"74400";"dep.paulopimenta@camara.leg.br"
"400";"133968";"dep.pauloramos@camara.leg.br"
"401";"141488";"dep.pauloteixeira@camara.leg.br"
"402";"90201";"dep.pedroaugustobezerra@camara.leg.br"
"403";"178912";"dep.pedrocunhalima@camara.leg.br"
"404";"122974";"dep.pedrolucasfernandes@camara.leg.br"
"405";"204395";"dep.pedrolupion@camara.leg.br"
"406";"122158";"dep.pedropaulo@camara.leg.br"
"407";"160604";"dep.pedrouczai@camara.leg.br"
"408";"204406";"dep.pedrowestphalen@camara.leg.br"
"409";"73943";"dep.perpetuaalmeida@camara.leg.br"
"410";"204524";"dep.pinheirinho@camara.leg.br"
"411";"204529";"dep.policialkatiasastre@camara.leg.br"
"412";"73486";"dep.pompeodemattos@camara.leg.br"
"413";"160601";"dep.pr.marcofeliciano@camara.leg.br"
"414";"204390";"dep.professoralcides@camara.leg.br"
"415";"204383";"dep.professorisraelbatista@camara.leg.br"
"416";"204446";"dep.professorjoziel@camara.leg.br"
"417";"204565";"dep.professoradayanepimentel@camara.leg.br"
"418";"160639";"dep.professoradorinhaseabrarezende@camara.leg.br"
"419";"160641";"dep.professoramarcivania@camara.leg.br"
"420";"204467";"dep.professorarosaneide@camara.leg.br"
"421";"178951";"dep.rafaelmotta@camara.leg.br"
"422";"204567";"dep.raimundocosta@camara.leg.br"
"423";"141523";"dep.raulhenry@camara.leg.br"
"424";"74161";"dep.reginaldolopes@camara.leg.br"
"425";"205865";"dep.reinholdstephanesjunior@camara.leg.br"
"426";"178925";"dep.rejanedias@camara.leg.br"
"427";"178989";"dep.renataabreu@camara.leg.br"
"428";"73801";"dep.renildocalheiros@camara.leg.br"
"429";"73788";"dep.ricardobarros@camara.leg.br"
"430";"204362";"dep.ricardoguidi@camara.leg.br"
"431";"160655";"dep.ricardoizar@camara.leg.br"
"432";"178920";"dep.ricardoteobaldo@camara.leg.br"
"433";"204489";"dep.roberiomonteiro@camara.leg.br"
"434";"152610";"dep.robertoalves@camara.leg.br"
"435";"160653";"dep.robertodelucena@camara.leg.br"
"436";"74305";"dep.robertopessoa@camara.leg.br"
"437";"204530";"dep.rodrigoagostinho@camara.leg.br"
"438";"204366";"dep.rodrigocoelho@camara.leg.br"
"439";"141531";"dep.rodrigodecastro@camara.leg.br"
"440";"74693";"dep.rodrigomaia@camara.leg.br"
"441";"204480";"dep.rogeriocorreia@camara.leg.br"
"442";"160651";"dep.rogeriopeninhamendonca@camara.leg.br"
"443";"178930";"dep.roman@camara.leg.br"
"444";"178861";"dep.ronaldocarletto@camara.leg.br"
"445";"122466";"dep.ronaldomartins@camara.leg.br"
"446";"204525";"dep.rosanavalle@camara.leg.br"
"447";"178945";"dep.rosangelagomes@camara.leg.br"
"448";"204357";"dep.rosemodesto@camara.leg.br"
"449";"73466";"dep.rubensbueno@camara.leg.br"
"450";"74371";"dep.rubensotoni@camara.leg.br"
"451";"73604";"dep.ruifalcao@camara.leg.br"
"452";"160635";"dep.ruycarneiro@camara.leg.br"
"453";"204535";"dep.samiabomfim@camara.leg.br"
"454";"178990";"dep.samuelmoreira@camara.leg.br"
"455";"204416";"dep.sanderson@camara.leg.br"
"456";"90842";"dep.santini@camara.leg.br"
"457";"204387";"dep.sargentofahur@camara.leg.br"
"458";"204399";"dep.schiavinato@camara.leg.br"
"459";"178921";"dep.sebastiaooliveira@camara.leg.br"
"460";"73808";"dep.sergiobrito@camara.leg.br"
"461";"178933";"dep.sergiosouza@camara.leg.br"
"462";"204438";"dep.sergiotoledo@camara.leg.br"
"463";"178874";"dep.sergiovidigal@camara.leg.br"
"464";"204437";"dep.severinopessoa@camara.leg.br"
"465";"178961";"dep.sheridan@camara.leg.br"
"466";"204557";"dep.sidneyleite@camara.leg.br"
"467";"74356";"dep.silascamara@camara.leg.br"
"468";"204360";"dep.silviacristina@camara.leg.br"
"469";"204425";"dep.silviocostafilho@camara.leg.br"
"470";"178946";"dep.sorayasantos@camara.leg.br"
"471";"178947";"dep.sostenescavalcante@camara.leg.br"
"472";"92776";"dep.stefanoaguiar@camara.leg.br"
"473";"177282";"dep.subtenentegonzaga@camara.leg.br"
"474";"204534";"dep.tabataamaral@camara.leg.br"
"475";"178922";"dep.tadeualencar@camara.leg.br"
"476";"204464";"dep.taliriapetrone@camara.leg.br"
"477";"206231";"dep.tedconti@camara.leg.br"
"478";"204466";"dep.terezanelma@camara.leg.br"
"479";"143084";"dep.tiagodimas@camara.leg.br"
"480";"204519";"dep.tiagomitraud@camara.leg.br"
"481";"160976";"dep.tiririca@camara.leg.br"
"482";"197438";"dep.tito@camara.leg.br"
"483";"178934";"dep.toninhowandscheer@camara.leg.br"
"484";"157130";"dep.tuliogadelha@camara.leg.br"
"485";"178863";"dep.ulduricojunior@camara.leg.br"
"486";"195866";"dep.vaidonoliveira@camara.leg.br"
"487";"204385";"dep.valdevannoventa@camara.leg.br"
"488";"160610";"dep.valmirassuncao@camara.leg.br"
"489";"74376";"dep.vanderloubet@camara.leg.br"
"490";"141553";"dep.vanderleimacris@camara.leg.br"
"491";"204505";"dep.vavamartins@camara.leg.br"
"492";"204396";"dep.vermelho@camara.leg.br"
"493";"74283";"dep.vicentinho@camara.leg.br"
"494";"137070";"dep.vicentinhojunior@camara.leg.br"
"495";"204483";"dep.vilsondafetaemg@camara.leg.br"
"496";"141555";"dep.viniciuscarvalho@camara.leg.br"
"497";"204478";"dep.viniciusfarah@camara.leg.br"
"498";"204532";"dep.viniciuspoit@camara.leg.br"
"499";"179587";"dep.vitorhugo@camara.leg.br"
"500";"178992";"dep.vitorlippi@camara.leg.br"
"501";"160569";"dep.waldenorpereira@camara.leg.br"
"502";"178952";"dep.walteralves@camara.leg.br"
"503";"160518";"dep.welitonprado@camara.leg.br"
"504";"74043";"dep.wellingtonroberto@camara.leg.br"
"505";"74044";"dep.wilsonsantiago@camara.leg.br"
"506";"204463";"dep.wladimirgarotinho@camara.leg.br"
